iter	RMSE
506	3.831184864
507	3.826808136
508	3.824439561
509	3.823676511
510	3.820274394
511	3.819881764
512	3.8172443
513	3.812895121
514	3.812502902
515	3.811964222
516	3.808080036
517	3.804609503
518	3.802270035
519	3.798165698
520	3.795969364
521	3.793467182
522	3.791726549
523	3.788205123
524	3.785213298
525	3.782708799
526	3.779507112
527	3.776401574
528	3.774654804
529	3.772826028
530	3.769862248
531	3.768165033
532	3.765518934
533	3.76323455
534	3.759738896
535	3.756835961
536	3.753273433
537	3.751974392
538	3.748995645
539	3.747176469
540	3.746758852
541	3.745359793
542	3.742873163
543	3.739477998
544	3.736141385
545	3.731689399
546	3.728616846
547	3.726498996
548	3.726065392
549	3.722168692
550	3.721284804
551	3.720046289
552	3.719657885
553	3.716606746
554	3.715759997
555	3.714079242
556	3.711904936
557	3.710961698
558	3.709347517
559	3.708468582
560	3.708205346
561	3.706005571
562	3.705780885
563	3.703088508
564	3.699165392
565	3.697058363
566	3.695554972
567	3.693963068
568	3.690668363
569	3.687192359
570	3.686588412
571	3.684119804
572	3.680775096
573	3.677767263
574	3.676203032
575	3.675471951
576	3.675098884
577	3.673590376
578	3.671070289
579	3.67092461
580	3.669572696
581	3.663783893
582	3.66095571
583	3.658150034
584	3.654445939
585	3.654310225
586	3.652434489
587	3.649125887
588	3.646895686
589	3.644007013
590	3.642601132
591	3.637529653
592	3.634567455
593	3.633303844
594	3.632226154
595	3.62967673
596	3.628907237
597	3.625642629
598	3.623795333
599	3.621456242
600	3.621063577
601	3.619310988
602	3.61677805
603	3.614662874
604	3.61233971
605	3.610179053
606	3.607998548
607	3.607136104
608	3.605893753
609	3.603358859
610	3.60114227
611	3.600075
612	3.598428519
613	3.597313682
614	3.595739861
615	3.594265106
616	3.592434064
617	3.590916236
618	3.588507222
619	3.586030296
620	3.584663267
621	3.582148574
622	3.578313579
623	3.575124623
624	3.572742402
625	3.571065258
626	3.569910087
627	3.567395709
628	3.566863307
629	3.565982602
630	3.563018866
631	3.560335784
632	3.558308762
633	3.555920001
634	3.553165193
635	3.550003019
636	3.549380743
637	3.546288375
638	3.544776348
639	3.544376187
640	3.541519346
641	3.538833277
642	3.537294746
643	3.537153801
644	3.535486265
645	3.533228097
646	3.53213866
647	3.527592666
648	3.525149887
649	3.523325945
650	3.521803738
651	3.519856967
652	3.516534488
653	3.516213805
654	3.513411813
655	3.510260621
656	3.507432478
657	3.505822593
658	3.502906514
659	3.502545183
660	3.500311685
661	3.49795704
662	3.496957761
663	3.496657679
664	3.494865466
665	3.492159916
666	3.488866534
667	3.487039096
668	3.485419693
669	3.484808076
670	3.482495415
671	3.480799242
672	3.477571308
673	3.473672408
674	3.471639324
675	3.468358517
676	3.46644401
677	3.465292672
678	3.463721337
679	3.461078917
680	3.459660368
681	3.45811384
682	3.454392436
683	3.451984824
684	3.451669357
685	3.448897773
686	3.447975908
687	3.446661766
688	3.444664481
689	3.442007548
690	3.439087363
691	3.437956783
692	3.436516985
693	3.435876194
694	3.433578147
695	3.432040394
696	3.430164998
697	3.427973022
698	3.427699761
699	3.42513506
700	3.4226405
701	3.420502572
702	3.419823866
703	3.418727167
704	3.41778325
705	3.415936094
706	3.414881762
707	3.412367861
708	3.409825373
709	3.40846963
710	3.408178636
711	3.404937345
712	3.403368329
713	3.402533595
714	3.400444752
715	3.398888184
716	3.398594346
717	3.396189319
718	3.393955968
719	3.391013
720	3.390885885
721	3.387085315
722	3.38493954
723	3.382779033
724	3.381831612
725	3.380562906
726	3.378288528
727	3.376497199
728	3.375049402
729	3.373082727
730	3.370762847
731	3.370433945
732	3.368504498
733	3.366329057
734	3.365228634
735	3.364953199
736	3.363218943
737	3.362145706
738	3.359886751
739	3.358011444
740	3.355558276
741	3.352593083
742	3.349591196
743	3.347624632
744	3.345158221
745	3.343626797
746	3.342619496
747	3.341033337
748	3.340173831
749	3.336480697
750	3.335741626
751	3.332409552
752	3.330548424
753	3.329149286
754	3.32751704
755	3.325864817
756	3.324238616
757	3.323057872
758	3.321515651
759	3.32030871
760	3.317330291
761	3.316659068
762	3.313363077
763	3.312256532
764	3.31054452
765	3.309474176
766	3.308848735
767	3.306850545
768	3.306380207
769	3.305857256
770	3.304153879
771	3.303621385
772	3.301367379
773	3.298439106
774	3.295452576
775	3.292605986
776	3.290661961
777	3.29006022
778	3.287442286
779	3.286610473
780	3.285228964
781	3.281862532
782	3.280945585
783	3.278814628
784	3.277938647
785	3.275609325
786	3.274538185
787	3.272091778
788	3.271445161
789	3.26948312
790	3.2680128
791	3.264892317
792	3.261912681
793	3.259863956
794	3.256871976
795	3.255352141
796	3.252723831
797	3.250877256
798	3.249268453
799	3.248041287
800	3.246173559
801	3.245767042
802	3.242384595
803	3.240364195
804	3.239277207
805	3.237859639
806	3.235298424
807	3.23274365
808	3.231179947
809	3.230239447
810	3.229751944
811	3.228204538
812	3.227701709
813	3.225452197
814	3.223770385
815	3.222815985
816	3.222325093
817	3.221275175
818	3.219426313
819	3.218068104
820	3.216647934
821	3.214424042
822	3.214138688
823	3.213815684
824	3.213548543
825	3.210410683
826	3.209159561
827	3.208435134
828	3.208324465
829	3.206993581
830	3.20674701
831	3.206219764
832	3.203687783
833	3.202380782
834	3.201506769
835	3.199777602
836	3.197557113
837	3.195159985
838	3.193540842
839	3.191661974
840	3.189809089
841	3.188006146
842	3.187653044
843	3.187139824
844	3.18449951
845	3.183607381
846	3.181681264
847	3.181163657
848	3.179904697
849	3.179842997
850	3.178167646
851	3.174887899
852	3.173464173
853	3.173343169
854	3.171135236
855	3.16980537
856	3.168337719
857	3.167403776
858	3.166547252
859	3.163708941
860	3.162715883
861	3.159688184
862	3.158862292
863	3.157577196
864	3.155603966
865	3.155552653
866	3.154085413
867	3.152319192
868	3.150108401
869	3.14924289
870	3.148189574
871	3.147506076
872	3.145213137
873	3.144118816
874	3.142581714
875	3.140473581
876	3.139999037
877	3.138157556
878	3.137672745
879	3.136456258
880	3.136274761
881	3.133733595
882	3.131987985
883	3.131460567
884	3.130650463
885	3.128710976
886	3.127263302
887	3.124851142
888	3.124337134
889	3.123993951
890	3.120834774
891	3.120251783
892	3.119834402
893	3.11751682
894	3.115601457
895	3.115269122
896	3.112362728
897	3.110972523
898	3.110652463
899	3.109057763
900	3.107049526
901	3.10559076
902	3.104035935
903	3.102424432
904	3.100378186
905	3.098906513
906	3.097857342
907	3.096995592
908	3.09565705
909	3.095259663
910	3.094329919
911	3.091611583
912	3.090254141
913	3.089263217
914	3.087625074
915	3.086167201
916	3.081721076
917	3.081629045
918	3.079983472
919	3.07874619
920	3.078510765
921	3.076921518
922	3.076333578
923	3.075404559
924	3.074083477
925	3.071921694
926	3.071516108
927	3.070291468
928	3.067698588
929	3.067259647
930	3.064250861
931	3.059513899
932	3.057013552
933	3.055712889
934	3.054487289
935	3.053043312
936	3.051560349
937	3.05044181
938	3.048986302
939	3.04839211
940	3.047281591
941	3.04695285
942	3.046255049
943	3.044919227
944	3.04271613
945	3.039661325
946	3.038939686
947	3.038628628
948	3.037182617
949	3.03713557
950	3.03659052
951	3.034600869
952	3.033187497
953	3.03312442
954	3.032136484
955	3.032110215
956	3.031461209
957	3.030205228
958	3.027776348
959	3.026542723
960	3.025158528
961	3.024567776
962	3.022708136
963	3.02223062
964	3.021293188
965	3.02120413
966	3.020991745
967	3.02064491
968	3.020296874
969	3.01988974
970	3.018224275
971	3.017988307
972	3.016816931
973	3.015008486
974	3.01362768
975	3.013270842
976	3.013241124
977	3.011987509
978	3.011786472
979	3.009866796
980	3.00944095
981	3.008208039
982	3.007636055
983	3.005992698
984	3.005785814
985	3.005742804
986	3.00413486
987	3.003013586
988	3.00244028
989	2.999954452
990	2.998314383
991	2.997669932
992	2.996060897
993	2.995993833
994	2.995685824
995	2.994727594
996	2.99433501
997	2.991661884
998	2.990240279
999	2.988598584
